lens_id,lens_name,mount_id,focal_length_id,sharpness,aberration,bokeh,autofocus,handling,value,price,rating,description
264,S-M-C/Super Takumar 20mm F4.5,8,1,8.9,7.6,7.8,0,9.9,9.4,$185.38 ,8.8,"This super wide angle lens exists in both Super-Multi-Coated and Super variants (each pictured). The filter size is 58mm, but Pentax at the time recommended 77mm filters with a step up ring so as to avoid vignetting. That's the reason that some sources claim the filter diameter of this lens to be 77mm."
265,S-M-C/Super Takumar 24mm F3.5,8,1,8.2,7.5,7.8,0,9,8.6,$112.25 ,8.69,This wide angle lens was produced in both Super-Multi-Coated (1st photo) and Super versions (2nd photo). They are optically identical.
266,S-M-C/Super Takumar 28mm F3.5,8,2,8.4,8.3,7.1,0,9.3,9.1,$61.02 ,8.46,"The Super-Takumar came in two models over time with different optics. The first model has a 58 mm filter size with the optical design shown in the leftmost diagram whereas the second model has a 49 mm filter size and the optical design shown in the rightmost diagram. Also, the first model features a slightly differently designed distance scale than the second model. The final release of this lens was a Super-Multi-Coated model with improved coating but otherwise with the same optics as the second Super-Takumar model. The two versions of the first model differ as follows: The aperture of the early version goes to F22 whereas the later version bottoms out at F16. The aperture ring of the early version has fine ribs, the later one has coarse ribs. Pictured to the left is the first Super-Takumar model, early variant; in the center we show the second model of the Super-Takumar; to the right we have the Super-Multi-Coated variant. Super-Takumar, first model, early version (first picture above and fist lens diagram): Super-Takumar, first model, late version (see first lens diagram): Super-Takumar, second model (second piccture above and second lens diagram): Super-Multi-Coated Takumar (third picture above and second lens diagram):"
267,S-M-C/Super Takumar 35mm F2,8,2,8.4,8.1,8.1,0,9.5,8.7,$110.88 ,8.4,"This is the faster version of the 35mm screwmount lens. Two models were made over time with different optics. The first model has a 67 mm filter size with the optical design shown in the rightmost diagram whereas the second model has a 49 mm filter size and the optical design shown in the leftmost diagram. Each model came in two versions with no change in optics between the versions. Super-Takumar, first model, early version (rightmost lens diagram): Super-Takumar 1:2/35, first model, late version (rightmost lens diagram and third photo): Super-Takumar, second model (second photo and leftmost lens diagram): Super-Multi-Coated Takumar (first photo and leftmost lens diagram):"
268,Auto Takumar 35mm F2.3,8,2,8.8,9.3,9.7,0,8.9,8.8,$171.25 ,9.23,"This early version of a fast 35mm M42 screwmount lens has a semi-automatic diaphragm. It closes automatically when the shutter button is pressed, but must then be opened manually."
269,S-M-C/Super/Auto Takumar 35mm F3.5,8,2,9.1,8.9,7.5,0,9,9.3,$52.17 ,8.99,"The 35mm F3.5 M42 screwmount lens was introduced in 1959 as an Auto-Takumar and the optical design remained unchanged all the way to a K-mount version ! The Auto-Takumar was followed by the Super-Takumar which came in three variants. Finally the 35mm F3.5 was released in a Super-Multi-Coated version. The 35mm F3.5 thus came in a total of five M42 versions plus the K-mount version! The three Super-Takumar versions can easily be distinguished from each other: First version: Smallest F-stop is F22. Second version: Smallest F-stop is F16 and the distance scale has no ""window"". Third version: The distance scale has a ""window"". The photos above are (left to right): Super-Takumar second version, Super-Takumar third version, Auto-Takumar, and Super-Multi-Coated Takumar. Auto-Takumar (third photo above): Super-Takumar, first (early) version, the smallest F-stop is F22: Super-Takumar, second version, the smallest F-stop is F16 (see leftmost photo above): Super-Takumar, third (late) version, has a distance scale ""window"" (second photo above): Super-Multi-Coated Takumar (last two photos):"
270,Takumar 35mm F4,8,2,9,9,9,0,10,8,$147.50 ,8.67,The first Japanese SLR wide angle lens. It was soon to be replaced with the very successful 1:3.5/35mm lens design.
271,Super-Takumar 50mm F1.4 (8-element variant),8,3,9.3,8.6,9.3,0,9.5,9.6,$110.63 ,9.51,"The first version of the Super Takumar 50mm F1.4 had 8 lens elements. Notice the cemented triplet with curved surfaces - very difficult and expensive to manufacture and it's said Asahi lost money on every copy sold; hence it didn't last very long. This was meant as a Planar-killer and once its crown had been awarded by the press the simplified 7/6 version was quietly ushered in (before the 8/6 crippled Asahi's finances). This 8 element version can be identified on the location of the infrared focus mark: The mark is to the right of the numeral 4 on the DOF scale. This is nicely illustrated in the second image above. This 8 element version can also be identified on the slightly protruding rear lens element and on the stop down switch, which is marked A M (rather than Auto Man as on the later versions). Also, the early version never has a dot on the aperture ring at the f/2 position whereas the later versions may or may not have a dot."
272,SMC/S-M-C/Super Takumar 50mm F1.4,8,3,9.1,8.7,9.4,0,9.5,9.5,$78.98 ,9.38,"The Takumar 50mm F1.4 is a fast normal lens produced in two ""Super"" versions as well as two versions with Super-Multi-Coating. Some Super-Multi-Coated lenses with product code 37902 are labelled ""Multi-Coated Super-Takumar"", see the fourth photo above. Thanks to user chazthebiker for bringing this variant to our attention. The first ""Super"" version (introduced 1964) has 8 lens elements ( listed separately ). All subsequent versions (including K, M, F and FA K-mount versions) have 7 elements. The 7 element Takumars have the infrared focusing mark to the left of the numeral '4' on the DOF scale. The 8 element version has the mark to the right. Thanks to Laurentiu Cristofor for pointing this out. Super-Takumar 1:1.4/50, late model. Some have a white dot on the aperture ring at the f/2 position (first photo, product no. 37801): Super-Multi-Coated Takumar 1:1.4/50 (second photo): SMC TAKUMAR 1:1.4/50, rubberized focusing ring. Open aperture metering on Spotmatic F, ES and ESII (third photo):"
273,S-M-C/Super Macro-Takumar 50mm F4,8,3,9.8,9.6,8.7,0,9.3,9.5,$114.83 ,9.57,"This macro lens existed in both Macro-, Super- and Super-Multi-Coated variants. The Macro-Takumar was differently constructed compared to the later variants and went out to 1x magnification rather than the 0.5x of the later lenses. The optics are the same for all three variants. Variants: Macro-Takumar (second photo) Super-Macro-Takumar (first photo): Super-Multi-Coated MACRO-TAKUMAR (third, fourth and fifth photo)"
274,SMC/S-M-C/Super-/Auto-/Takumar 55mm F1.8,8,3,9.2,8.8,9.2,0,9.5,9.7,$39.93 ,9.32,"This fast 55mm screwmount lens existed in several versions all with the same optical diagram. From the 1965 version, at least one of the glass elements is made from radioactive glass which yellows over time. While the optical diagram remained unchanged, tweaks to the optics (surface curvature, distance between elements) can't be precluded when Pentax switched glass type. Here is an overview of the variants that we're aware of: 1: Takumar 55mm F1.8 2: Auto-Takumar with semi-automatic diaphragm 3: Auto-Takumar with automatic diaphragm. The direction of the aperture ring was reversed as was the norm on early lenses 4: Auto-Takumar with automatic diaphragm. The direction of the aperture ring was reversed as was the norm on early lenses. This lens which has the Super-Takumar ""look"" except for the missing IR index mark was soon re-released as a Super-Takumar 5: Super-Takumar with fine ribs on the aperture ring and reversed direction of the aperture ring 6: Super-Takumar still with fine ribs on aperture ring, but the ring now turns the ""right"" way (has the F1.8 position to the right) as all later M42 lenses 7: Super-Takumar with coarse ribs on aperture ring 8: Super-Multi-Coated Takumar 9: SMC Takumar with open aperture metering Click here for a collage of the lens variants. 1: Takumar, the original variant: 2: Auto-Takumar, first version (4th photo above): 3: Auto-Takumar, early second version (3rd photo above). Despite the name Auto-Takumar this lens has a fully automatic diaphragm like the later Super-Takumar lenses. The aperture ring turns the opposite way compared to all later lenses: 4: Auto-Takumar, late second version. Despite the name Auto-Takumar this lens has a fully automatic diaphragm and looks like the later Super-Takumar. The aperture ring turns the opposite way compared to all later lenses: 5: Super-Takumar, first version. This version can be recognized on its fine ribs on aperture ring and that the smallest F-stop (F16) is to the right on the ring: 6: Super-Takumar, second version. This version can be recognized on its fine ribs on aperture ring and that the smallest F-stop (F16) is to the left on the ring: 7: Super-Takumar, latest version. This version has coarse ribs on aperture ring (last photo): 8: Super-Multi-Coated Takumar (1st photo above): 9: SMC Takumar (2nd photo above). This final version has a rubberized focus ring and open aperture metering with the Spotmatic F, ES and ESII:"
275,Auto-Takumar 55mm F1.9,8,3,0,0,0,0,0,0,$3.00 ,9,The F1.9 55mm lens only existed in the Auto-Takumar series and it is a very rare lens.
276,SMC/Super-/Auto-Takumar 55mm F2,8,3,8.8,8.8,8.9,0,8.5,9.3,$33.81 ,8.75,"This 55mm lens existed in several variants as listed below. Pictured to the left is the Super Takumar in the late version of the fist model, where the aperture ring has the smallest f-stop to the left as later became the norm. The second and third photo is the Auto Takumar in its two cosmetic variants: silver/black and zebra. Auto-Takumar (second and third photo): Super Takumar, first version: Fine ribs on aperture ring; aperture ring turns the ""wrong"" way: Super Takumar, second version, early variant: Fine ribs on aperture ring; aperture ring turns the ""correct"" way (first photo): We show only two variants of the second version of the Super-Takumar. We cannot preclude that more variants were produced during its long production period. Super Takumar, second version, late variant: Coarse ribs on aperture ring: Super Takumar, third version, with open aperture metering (4th photo): SMC Takumar, rubberized focus ring, open aperture metering (5th photo):"
277,Auto-Takumar 55mm F2.2,8,3,9.2,8.8,9.3,0,7.7,9.8,$29.17 ,9,This is the second and last 55mm F2.2 lens produced by Pentax. It features a semi-automatic diaphragm.
278,Takumar 55mm F2.2,8,3,9,8,9,0,8,8,$130.67 ,7.33,"This slow normal lens was replaced with an Auto-Takumar, also F2.2, in 1961, but with 6 lens elements instead of 5. Refer the separate entry for that lens."
279,Takumar 58mm F2,8,3,7.8,8.4,10,0,9.1,8.4,$398.43 ,9.13,This is the faster version of the 58mm screwmount lenses.
280,Takumar 58mm F2.4,8,3,10,9.7,9.5,0,9.3,9.7,$385.00 ,10,This is the slower version of the 58mm screwmount lenses. It is of the same design as the earlier M37 screw mount version for the Asahiflex.
281,Takumar 83mm F1.9,8,4,8.5,8.5,9.5,0,9.5,9.5,"$1,250.00 ",9.25,"Extremely rare Takumar lens with less than 1,000 copies produced. This lens originated in 1953 in the M37 mount for the Asahiflex camera. With seven lens elements aberrations were well controlled, in particular spherical aberrations."
282,Super-Multi-Coated Takumar/Auto-Takumar 85mm F1.8,8,4,9.6,9.1,9.6,0,9.6,9.4,$293.55 ,9.65,"This is the fastest of the 85mm screwmount lenses. The original version, which is pictured, was introduced in 1960, while the super-multi-coated version was introduced 12 years later, in 1972, and is of a different optical construction. First model (see first lens photo and first lens diagram): Second model (see second set of photos and second lens diagram):"
283,Super-Multi-Coated Takumar/Super-Takumar 85mm F1.9,8,4,9.2,8.8,9.6,0,9.5,9.1,$236.78 ,9.39,"The 85mm F1.9 Takumar came in three versions, two Super-Takumar and one Super-Multi-Coated Takumar. The early Super-Takumar stopped down to F22, the other two only stopped down to F16. The photo shows the latest version, the Super-Multi-Coated version. They are all of the same optical design. The fist Super-Takumar: The second Super-Takumar: The Super-Multi-Coated version:"
284,Quartz-Takumar 85mm F3.5,8,4,0,0,0,0,0,0,N/A,N/A,Quartz bellows lens for UV photography with a dedicated bellows unit (not shown).
285,Ultra-Achromatic-Takumar 85mm F4.5,8,4,0,0,9,10,6,9,$800.00 ,9,This slow yet light lens employed only quatz fluorite lens elements. The lens is primarily designed for UV photography but can be used in visible light and infrared light. The photos in this listing depict the lens as well as the originally supplied filter attachments.
286,Takumar 100mm F2,8,4,0,0,0,0,0,0,N/A,N/A,The Takumar 100mm F2 lens only existed in a single version and was probably sold only in Japan. The lens is discussed in this thread with some sample photos.
287,Takumar 100mm F3.5,8,4,8.5,8.5,8.5,0,8.5,10,N/A,9.33,"The Takumar 100mm F3.5 short telephoto lens was available for the first Asahi Pentax SLR, the Asahiflex, and was reissued with the M42 mount for the Asahi Pentax 'AP'."
288,Bellows-Takumar/Super-Multi-Coated Bellows Takumar 100mm F4,8,4,9.3,8.3,8,0,7.3,8.8,$120.00 ,8.43,This lens is designed to be used exclusively with the macro bellows as it has no focusing mechanism of its own. The lens came in two versions witch were optically identical except for the lens coating: the latest version of the lens received multi-coating. The lens was reissued in K-mount. First version (see photo to the left): Second version (see second photo):
289,Super-Multi-Coated Macro-Takumar 100mm F4 Macro,8,4,9.5,9.5,9.3,0,9.5,9.8,$141.67 ,9.59,"This is a 100mm screwmount macro lens. This Super-Multi-Coated lens has open aperture metering with the Spotmatic F, ES and ES II cameras. It shares the optical design with the Bellows version."
290,Takumar/Auto-Takumar 105mm F2.8,8,4,8.4,8,9.2,0,9.4,9.6,$121.67 ,8.67,"This telephoto lens was produced with the same four element design in a Preset and in an Auto-Takumar version. The first photograph is of the Preset version, the second photo of the Auto-Takumar version. The Auto-Takumar version has a semi-automatic mechanism for opening the aperture for ""bright field focusing"". This mechanism was the precursor to the true automatic mechanism employed in later lenses. While optically the same, these two lenses are very different in their exterior physical manifestations, having different weights, filter diameters and arrangements of focus and aperture rings. These lenses were superseded by a five element optical design, released in a Takumar, two Super-Takumar and a Super-Multi-Coated Takumar version. Please see the separate database entry for those lenses. Takumar - partly chrome, partly black (see first photo): Auto-Takumar (see second photo):"
291,Super-Multi-Coated Takumar/Super-Takumar/Takumar 105mm F2.8,8,4,8.7,8.7,8.7,0,9.5,9.4,$98.71 ,9,"This telephoto lens exists with the same optical formula in one Takumar version, two Super-Takumar versions and one Super-Multi-Coated Takumar version. The Takumar has a preset aperture, the Super-Takumars have the stop-down pin, and the Super-Multi-Coated version supports open aperture metering with the Spotmatic F, ES and ESII. The two Super-Takumar versions differ cosmetically: The early one has fine ribs on the aperture ring, the later one has coarse ribs (as shown on the first photo). This set of four versions was preceded by an earlier set of two lenses: A Takumar with preset aperture and an Auto-Takumar. These lenses had a different optical formula (four elements instead of five). Please see the separate database entry for this set. The five element 105 mm F2.8 Takumar (third photo above): The early Super-Takumar (last photo): The late Super Takumar (first photo): The Super-Multi-Coated Takumar (second and fourth photo):"
292,Super-Multi-Coated Takumar 120mm F2.8,8,4,8.5,8,8.8,0,9.7,9.5,$143.33 ,9,This telephoto lens came in one version only.
293,Super-Multi-Coated TAKUMAR/Super-Takumar 135mm F2.5,8,4,9.3,8.1,9.2,0,9.2,9.7,$118.77 ,9.13,"Ths fast telephoto lens came in two optical designs, the earlier with five elements, the later with 6 elements. The 6 element design was used again in a K-mount lens. The two Super-Multi-Coated variants support open-aperture metering with the Spotmatic F, ES and ESII. Super-Takumar, 5 element design (first photo above and first lens diagram): Super-Multi-Coated Takumar (model 1), 5 element design (second and fourth photo above and first lens diagram): Super-Multi-Coated Takumar (model 2), 6 element design (third photo and second lens diagram):"
294,Super-Takumar/Auto-Takumar/Takumar 135mm F3.5,8,4,9,8.4,8.3,0,8.9,9.6,$37.78 ,8.83,"This initial M42 version of a 135mm F3.5 screwmount lens came in 4 variants. Another 2 variants with a different optical design were released later - refer the separate entry for those later variants. Takumar 1:3.5/135 - chrome and black (first photo): Auto-Takumar 1:3.5/135 (second photo): Takumar 1:3.5/135 - black (third photo): Super-Takumar 135mm F3.5 (first model), fine ribs on aperture ring (fourth photo):"
295,S-M-C/Super-Takumar 135mm F3.5,8,4,8.5,8.3,8.4,0,9.1,9.2,$45.75 ,8.54,"This is the second set of 135 mm F3.5 lenses, consisting of two variants. This set has just four optical elements, whereas the first set had five elements (see the separate entry for the four variants of the first set). Super-Takumar 1:3.5/135 (model 2) - coarse ribs on aperture ring (second photo): Super-Multi-Coated Takumar 1:3.5/135 (first photo):"
296,S-M-C/Super Takumar 150mm F4,8,4,9.4,7.5,8.1,0,8.9,9.3,$54.47 ,8.94,"The three variants of this lens were very similar to each other with miniscule differences in weight. The 1971 variant (see first photo) has the super multi coating and supports open aperture metering with the Spotmatic F, ES, and ES II. Super-Takumar, early Super-Takumar, late (second photo) Super-Multi-Coated Takumar (first photo)"
297,Takumar 200mm F3.5,8,4,9.5,8.7,9.7,0,8.7,9.9,$91.32 ,9.4,This is the fastest of the 200mm screwmount lenses. Consequently it weighed more (850g with tripod mount) than the slower versions and also had a larger filter diameter (67mm).
298,S-M-C/Super Takumar 200mm F4,8,4,8.9,8.3,8.5,0,8.7,9.1,$59.12 ,8.83,This 200mm F4 lens had an automatic diaphragm and came in two variants. The Super-Multi-Coated variant has open-aperture metering. See the separate entries for the earlier F3.5 and F5.6 200mm lenses. First image above: Second image above:
299,Takumar/Tele-Takumar 200mm F5.6,8,4,9.3,9.1,9.6,0,9.3,9.9,$40.00 ,9.13,"This lens existed in two versions, a Takumar and a Tele-Takumar. The engraved name is the only difference between the two."
300,Takumar 300mm F4 (model 1),8,4,4.5,3,5.5,0,4.5,5.5,$90.00 ,5,The first 1:4 300mm Takumar had just three lens elements. The tripod collar cannot be removed.
301,Takumar 300mm F4 (model 2),8,4,8,4,8,0,4,6,$180.00 ,7.75,This second variant of a 300mm F4 Takumar has four lens elements but is still of a simpler optical design than the later Super and Super-Multi-Coated variants. Contrary to the later variants it has a whopping 18 aperture blades like its predecessor.
302,S-M-C/Super Takumar 300mm F4,8,4,8.5,5.4,8.3,0,8.1,8.4,$168.29 ,8.06,"The final design of 300mm F4 Takumar lenses had automatic diaphragm. They came in two production series, a Super and a Super-Multi-Coated variant. The latter has open-aperture metering with the Spotmatic F, ES and ESII cameras. See the separate entries for the older 300mm F4 Takumar lenses. The Super-Takumar version: The Super-Multi-Coated version:"
303,Ultra-Achromatic-Takumar 300mm F5.6,8,4,0,0,0,0,0,0,N/A,9,This lens employs special lens elements made of quatz fluorite. The lens has a very high resolution and extremely low chromatic aberration in the entire spectrum from visible light to infrared.
304,Tele-Takumar 300mm F6.3,8,4,8.5,6.8,8.5,0,8.8,9.4,$74.90 ,8.36,This is the slower and lighter version of the 300mm screwmount lens. It was introduced quite late for just having a pre-set diaphragm rather than an automatic diaphragm. Removable tripod collar.
305,Tele-Takumar/Super-Multi-Coated Takumar 400mm F5.6,8,5,8,6.3,7,0,8.7,8.7,$190.83 ,7.43,"The Takumar 400mm extreme-telephoto lens came in two variants, both featuring a built-in hood, tripod collar and manual aperture. The photo shows the later variant."
306,Takumar 500mm F5,8,5,8,7,9,0,7,10,$308.33 ,8,"This lens, which came in two production versions, was originally produced in 1957. Non-removable tripod collar. Rack and pinion focusing. Filters attach to the rear of lens. The photos show the late model."
307,Takumar/Super-Multi-Coated Takumar 500mm F4.5,8,5,7.8,6,8.5,0,6.8,8,$351.14 ,7.56,"The K-mount 500mm F4.5 lens is based off of this original design. It features a built-in lens hood and tripod collar. 49mm filters can be used with this lens, mounted at the rear."
308,Takumar 1000mm F8,8,5,0,0,0,0,0,0,N/A,N/A,This was the first 1000mm Takumar. It has a non-removable tripod collar and takes rear-mounted 46mm filters.
309,Tele-Takumar/Super-Multi-Coated Takumar 1000mm F8,8,5,10,6,9,0,7,10,$750.00 ,8.5,"This is the second generation of a 1000mm lens which has 5 lens elements. Refer the separate entry for the first generation which had just 3 lens elements. The lens features a built-in tripod collar and lens hood, and was delivered with a sturdy tripod and trunk case. It takes rear-mounted 49mm filters."
310,SMC Takumar Zoom 45-125mm F4,8,6,9,9,8.3,0,8.8,10,$120.73 ,9.2,This walk around zoom lens is very similar to its K-series counterpart.
311,Super-Takumar Zoom 70-150mm F4.5,8,6,8.5,8.5,7.5,0,5.5,7.5,$40.00 ,7.67,This fixed-aperture lens was Asahi's first zoom lens.
312,Super-Multi-Coated TAKUMAR-ZOOM/Super-Takumar Zoom 85-210mm F4.5,8,6,9.3,8.8,8.3,0,8,10,$77.14 ,9.25,"This is a one-touch telephoto zoom with a very useful range. Data for a Super-Takumar version (product number 43770) was published, but that lens has never been sighted. Please contact a forum administrator if you own or have seen that variant. A Super-Multi-Coated Takumar with product number 43770 is known to exist and is owned by one of our forum members."
313,S-M-C Takumar Zoom 135-600mm F6.7,8,6,7,7,7,0,2,7,$850.00 ,6.5,This lens features a very broad zoom range and is similar to its K-series counterpart.
314,SMC Pentax-DA 645 25mm F4 AL [IF] SDM AW,9,1,9.3,8.7,9.3,0,9.3,9.3,"$5,500.00 ",9.5,"The SMC Pentax-DA 645 25mm F4 AL [IF] SDM AW is an ultra wide-angle lens with a field of view of 95.5 degrees diagonally. It is identical to its D-FA series predecessor , except that its lens hood has been stretched to give better results on digital Pentax 645 bodies. As a consequence this lens will now produce vignetting on Pentax 645 film bodies, so you should go for the D-FA version if you also shoot film. This professional lens is fully weather-sealed and features silent autofocus. The Pentax DA 645 25mm lens became available in April, 2012 for $4,995 and was discontinued in mid-2015 for unknown reasons."
315,SMC Pentax-D FA 645 25mm F4 AL [IF] SDM AW,9,1,10,9,10,0,10,9,"$4,995.00 ",9.5,"This ultra-wide-angle lens has a field of view that corresponds roughly to a 13mm lens on a Pentax APS-C DSLR or a 20mm lens on a full-frame 35mm SLR. Its image circle is big enough for use with current Pentax 645 film bodies. It was launched in April, 2011 with an MSRP of $4999.95. It features all the latest technologies from Pentax, including SDM autofocus, quick-shift manual focus, super-protect and aero bright coatings, a drop-in filter slot, and 11 weather seals. It uses the Pentax 645 AF2 mount, with support for SDM focusing only. This lens was succeeded by the DA 25mm F4 ."
316,HD Pentax-D FA 645 35mm F3.5 AL [IF],9,1,9.7,8.7,9.7,0,9.7,8.3,"$1,599.33 ",9.67,Extreme wide angle lens for the 645 format. This lens was introduced in 2015 and replaced its FA counterpart. It retained the optical design of the FA lens but with some tweaks of the aspherical elements and the aperture blades became rounded for a nicer bokeh. The lens elements are now HD coated for increased contrast and reduced flare and ghosting. The front element has SP coating which repels water and grease. The lens has an aperture ring which makes it fully backwards compatible with 645 film cameras. The petal-shaped bayonet lens hood has a removable piece which makes it easier to adjust a circular polarizer.
317,SMC Pentax-FA 645 35mm F3.5 AL [IF],9,1,9.2,8,8.5,0,9.2,9.2,$888.33 ,9,Extreme wide angle lens with autofocus. This lens uses a petal-shaped bayonet lens hood which might be preferable to the round hood of the A version of this lens. The field of view corresponds to that of a 24mm lens in the 24x36mm format. In 2015 this lens was replaced with the D FA 35mm F3.5 lens .
318,SMC Pentax-A 645 35mm F3.5,9,1,9.4,8.4,8.3,0,9.8,9.6,$489.98 ,9.17,"Extreme wide angle lens, manual focus. This lens uses a round hood as opposed to the petal-shaped hood of the FA and D FA versions. The field of view corresponds to that of a 24mm lens in the 24x36 mm format."
319,SMC Pentax-FA 645 45mm F2.8,9,2,8.8,8.3,9,0,9.5,9.5,$308.00 ,8.33,Autofocus wide angle lens with a field of view corresponding roughly to 30mm in the 24x36mm film format.
320,SMC Pentax-A 645 45mm F2.8,9,2,8,6.8,7.6,0,9.4,9.6,$188.00 ,8.83,Manual focus wide angle lens with a field of view corresponding roughly to 30mm in the 24x36mm film format.
321,SMC Pentax-D FA 645 55mm F2.8 AL [IF] SDM AW,9,2,9.8,9.6,9.4,0,9.7,9.4,$819.00 ,9.75,"This lens was introduced in 2010 with the PENTAX 645D camera and incorporates a high-performance, hybrid aspherical optical element in its optics. On the 645D its field of view is that of a standard lens; on a 645 film camera it will be a wide angle lens. According to PENTAX this lens offers exceptional image-resolving power with outstanding brightness levels even at the edges, while compensating various aberrations to a minimum. All lens characteristics are optimized for digital photography: for instance, flare and ghost images are minimized by applying exclusive lens coatings to optical elements and employing anti-reflection materials for the interior of the lens barrel. As the result, this lens can bring out the full potential of the PENTAX 645D medium-format digital SLR camera. The lens covers the full 645 format and can thus be used on 645 film cameras as well as on 645 digital cameras. The lens has a built-in motor (SDM) for the autofocus function. On a 645 film camera the lens can be used in manual focus mode only, and only in P and Tv exposure modes due to the lack of an aperture ring."
322,SMC Pentax-A 645 55mm F2.8,9,2,9,8.4,8.1,0,10,9.1,$181.18 ,8.91,Moderate wide angle lens in the 645 film format and more of a normal lens on a 645 digital camera. This is a manual focus lens.
323,SMC Pentax-FA 645 75mm F2.8,9,3,9.6,9.3,9,0,9.1,9.5,$281.56 ,9.38,"Autofocus normal lens, with a field of view in the 645 film format corresponding to a 50mm lens in the 24x36mm format. In the 645 digital format the field of view is like a (very) short telephoto lens."
324,SMC Pentax-A 645 75mm F2.8,9,3,9.6,9,9.2,0,9.5,9.6,$187.00 ,9.47,"Manual focus normal lens, with a field of view in the 645 film format corresponding to a 50 mm lens in the 24x36mm format. In the 645 digital format the field of view is like a (very) short telephoto lens."
325,SMC Pentax 645 LS 75mm F2.8,9,3,9,10,10,0,6,8,$550.00 ,9.5,Normal lens in the 645 film format. In the 645 digital format it has the field of view of a short telephoto lens. The lens is manual focus only. This lens has a built-in leaf shutter which allows for high speed flash synchronization. The top speed with flash is 1/500s. The flash must be connected to the lens with an X-synch cord. The lens can also be used without the leaf shutter as an ordinary 645 lens. It has no A setting so Program and Tv exposure modes are not supported. While the lens was designed for use on Pentax 645 film cameras it will also work on the 645D and 645Z.
326,HD Pentax-D FA 645 90mm F2.8 ED AW SR Macro,9,4,10,9.9,9.6,0,8.6,9,"$3,769.83 ",9.86,"The HD Pentax-D FA 645 90mm ED AW SR Macro is a short telephoto lens designed for use with PENTAX 645 digital cameras where the focal length is ideal for macro and portraiture. Pentax promises a beautiful bokeh (out-of-focus effect) thanks in part to an aperture with 9 rounded blades. The lens provides up to 0.5x magnification and incorporates two ED (extra-low dispersion) elements and one glass-molded aspherical element in its optics. The lens covers the full 645 format and can thus be used on 645 film cameras as well as on 645 digital cameras. It has built-in Shake Reduction and is weather-sealed like all other modern medium format lenses from Pentax. It was the first Pentax medium format lens to feature Pentax HD coating, which is superior to the traditional SMC. The lens has a built-in motor for the autofocus function. On a 645 film camera the lens can be used in manual focus mode only, and only in P and Tv exposure modes due to the lack of an aperture ring."
327,SMC Pentax-FA 645 120mm F4 Macro,9,4,10,9.8,9.6,0,9.6,10,$705.50 ,10,Autofocus macro lens. The lens is also a fine short tele/portrait lens.
328,SMC Pentax-A 645 120mm F4 Macro,9,4,9.7,9.3,8.9,0,9.2,9.7,$227.37 ,9.68,Manual focus macro lens. The lens is also a fine short tele/portrait lens.
329,SMC Pentax 645 LS 135mm F4,9,4,10,9.7,10,0,8.3,10,$167.40 ,9.33,Manual focus moderate telephoto lens. This lens has a built-in leaf shutter which allows for high speed flash synchronization. The top speed with flash is 1/500s. The flash must be connected to the lens with an X-synch cord. The lens can also be used without the leaf shutter as an ordinary 645 lens. It has no A setting so Program and Tv exposure modes are not supported. Even though the lens was designed for the Pentax 645 film cameras it will also work on the 645D and 645Z.
330,SMC Pentax-FA 645 150mm F2.8 [IF],9,4,9.7,9.6,9.7,0,9.5,9.8,$611.11 ,9.56,Medium telephoto lens with autofocus. This lens has internal focusing and is half a stop faster than its A-series counterpart.
331,SMC Pentax-A 645 150mm F3.5,9,4,9.7,9.3,9,0,9.8,9.3,$131.11 ,9.2,"Medium telephoto lens, manual focus."
332,SMC Pentax-FA 645 200mm F4 [IF],9,4,9.3,8.6,9,0,9.6,9.3,$524.70 ,9.78,Telephoto lens featuring internal focusing and autofocus.
333,SMC Pentax-A 645 200mm F4,9,4,7,7,8.5,0,9,8,$260.00 ,8,"Telephoto lens, manual focus."
334,SMC pentax-FA* 645 300mm F4 ED [IF],9,4,9.5,9.3,9.5,0,9.3,9.8,"$1,191.67 ",9.5,"Autofocus telephoto lens featuring internal focusing. This is a ""star"" lens promising superior optical performance."
335,SMC Pentax-FA 645 300mm F5.6 ED [IF],9,4,9.5,9.5,9.5,0,9.5,10,"$1,225.00 ",9.67,"An autofocus telephoto lens, one stop slower and about half the weight of its ""star"" counterpart ."
336,SMC Pentax-A* 645 300mm F4 ED [IF],9,4,9.9,9.5,9.6,0,9.1,9.6,$635.73 ,9.58,Manual focus telephoto lens featuring internal focusing. This lens is a member of Pentax' top shelf star lenses.
337,SMC Pentax-FA 645 400mm F5.6 ED [IF],9,4,9.7,8.3,8.5,0,9.7,9.6,"$1,210.45 ",9.27,Autofocus telephoto lens with internal focusing and a tripod mount. It is relatively light for a 400mm medium format lens.
338,SMC Pentax-A* 645 600mm F5.6 ED [IF],9,5,9.7,9.1,8.7,0,7.6,9,"$2,693.75 ",9.33,The longest lens available for Pentax 645. This manual focus lens is a member of Pentax's star series of quality lenses. It features internal focusing and a tripod mount. It is heavy and not suited for handheld photography. Includes a drop-in circular polarizer and a two-stage built-in hood.
